tconst;title;originalTitle;startYear;genres;actors;directors;poster_id;overview;origin_group;runtimeMinutes
tt0140793;Agent 000 and the Curves of Death;Agentti 000 ja kuoleman kurvit;1983;Action,Comedy;Ilmari Saarelainen,Johnny Wood,Jukka Sipilä;Visa Mäkinen;/urn21xoNI8ptIxREfmEWFMrCsq3.jpg;L'agent 000 s'implique dans une action à indice d'octane élevé dans cette parodie finlandaise de James Bond.;européen;92
tt0140795;The Contemporary;Aikalainen;1984;Drama;Erkki Saarela,Heikki Mäkelä,Jouko Lumme;Timo Linnasalo;/4pnORCJthtaY3fWdDHSN6yidcUP.jpg;Une adaptation finlandaise de Notes from Underground de Fiodor Dostoïevski.;européen;72
tt0140811;Antti Puuhaara;Antti Puuhaara;1976;Drama;Asko Koukkari,Eero Melasniemi,Eila Rinne;Heikki Partanen, Katariina Lahti, Riitta Rautoma;/t8hXQTmzgC9FhTRWWjgAir5By1e.jpg;Une ballade traditionnelle raconte l'histoire d'un riche commerçant de fourrures qui tente de contrecarrer le fils d'un pauvre fermier, censé hériter de sa fortune, en l'exilant dans un pays mythique.;européen;107
tt0140917;The Burning Body;O Corpo Ardente;1966;Drama,Romance;Barbara Laage,Célia Watanabe,David Cardoso;Walter Hugo Khouri;/dkhNYs9XoyIPkzjXL6zkRIzgLR4.jpg;Márcia découvre que son mari a une liaison et décide de partir en voyage dans une région isolée du Brésil avec peu de contacts humains. Là, elle trouve un étalon noir errant dans les champs.;européen;85
tt0140923;Le Crâneur;Le crâneur;1955;Drama;Dora Doll,Georges Lannes,Guy Dakar;Dimitri Kirsanoff;/ncGLARbWvbtGQIxEADPbVizpwz5.jpg;Un chanteur tente de sauver un homme entraîné dans le trafic de drogue.;français;92
tt0140948;A Derrota;A Derrota;1967;Drama;Andrey Salvador,Eugenio Kusnet,Flavio Prado Uchoa;Mario Fiorani;;Un homme, arrêté et torturé physiquement et psychologiquement à cause d'aveux qu'il refuse de donner, renverse la situation de victime et tente désespérément de liquider le gang qui l'a emprisonné.;européen;80
tt0141304;Ich schwöre und gelobe;Ich schwöre und gelobe;1960;Drama;Corny Collins,Elvira Schalcher,Eva Pflug;Géza von Radványi;;"L'histoire se déroule dans un hôpital de la jeune République fédérale d'Allemagne, à la fin des années 1950. Dr méd. Feldhusen a gravi les échelons jusqu'au poste de médecin-chef ici, même si son mariage avec la fille d'un consul influent a certainement été utile dans cette évolution de carrière. Feldhusen est considéré comme une sommité dans son domaine. Malheureusement, la reconnaissance dont il bénéficie et son statut social lui sont montés à la tête. Bien qu’il soit un brillant théoricien, il a du mal à mettre en pratique ses connaissances. De plus, lui, qui a tendance à être arrogant, manque souvent de sensibilité face aux patients.
Le médecin-chef Dr Neugebauer est exactement le contraire de Feldhusen. Il est également excellent techniquement dans la pratique et est même clairement supérieur à son patron. Lorsque Feldhusen commence à commettre des erreurs à l'hôpital, Neugebauer se sent obligé de les lui signaler. Une dispute surgit rapidement entre les deux médecins. Feldhusen estime que son honneur de supérieur a été insulté et renvoie son gynécologue compétent, après quoi sa femme, Lieselotte Neugebauer, se détourne de son mari. Le licenciement de Neugebauer a de graves conséquences, car le Dr Feldhusen commet immédiatement une erreur dramatique lors de l'intervention médicale suivante, un accouchement. Le Dr Feldhusen tente alors tout pour dissimuler cette erreur et faire blanchir à nouveau son gilet taché au tribunal...";européen;103
tt0141343;Gli Inaffidabili;Gli inaffidabili;1997;Comedy;Andrea Roncato,Anna Kanakis,Armando De Razza;Jerry Calà;/rOJD0ymyW88GZXkGUrvw6v3B8pP.jpg;"Renato, ancien chanteur du groupe Blue Moon, marié à l'insupportable fille du riche propriétaire d'une entreprise de sanitaires, avec l'argent duquel il a lancé un hôtel de vacances de luxe, profite du départ de sa femme et de son beau-père comme bénévoles à Lourdes pour inviter quelques amis à inaugurer le nouveau lieu pour le week-end de Pâques.
Pendant les deux jours du séjour des invités, diverses histoires se succèdent : pour compliquer les choses, cependant, la femme de Renato revient à l'improviste et, ayant découvert la fête organisée par son mari, décide de l'expulser.
Renato, cependant, revendique les lieux comme sa création et refuse de le quitter. Son beau-père lui lance alors un ultimatum : retrouver deux milliards de lires d'ici la fin de la fête ou partir. Alors Renato se tourne vers ses amis pour reprendre les lieux ensemble. Tout le monde semble enthousiasmé par l'idée mais, quand vient le temps de payer sa part, ils se retirent, invoquant des excuses de commodité, laissant Renato seul et se révélant ainsi vraiment ""peu fiables"".";européen;95
tt0141521;Collegues;Kollegi;1962;Drama;Eduard Bredun,Ivan Lyubeznov,Nina Shatskaya;Aleksey Sakharov;/h2PC5O5aXzKVBC8TS8wj8Co4VTL.jpg;Un drame sur un groupe de jeunes qui commencent leur vie d'adulte.;européen;96
tt0141552;Likainen puolitusina;Likainen puolitusina;1982;Comedy;Allan Tuppurainen,Ilmari Saarelainen,Kauko Helovirta;Visa Mäkinen;;Un groupe d'hommes arrivant à leur formation de recyclage militaire est chargé de retrouver une bombe de football perdue destinée à un tournage de film.;européen;96
tt0141580;Nights of Shame;Marchandes d'illusions;1954;Drama;Abel Jacquin,Evelyne Corman,Gina Manès;Raoul André;/tO6q3g9X0RYyFUSREgdZc4lO0G.jpg;Dans le milieu des entraineuses de cabaret, Marcelle et Maria, protègent une femme paralysée, Mathilde Grigou, qui se cache d'un dangereux truand nommé Fernand Cortedani. Celui-ci parvient à l'assassiner en l'asphyxiant au gaz, mais après le crime, Marcelle est arrêtée par la police. Marie-Thérèse Langeac qui s'occupe d'une œuvre d'assistance, tente d'aider Marcelle.;français;88
tt0141607;Mitäs me sankarit;Mitäs me sankarit;1980;Comedy;Erkki Teittinen,Kauko Berglund,Kauko Helovirta;Visa Mäkinen;/9z066BbafqGp2AkrubVUvlSnpzz.jpg;Deux anciens policiers idiots se révèlent être des détectives privés. La comédie suit leurs erreurs.;européen;91
tt0141610;Mordprozeß Dr. Jordan;Mordprozeß Dr. Jordan;1949;Drama;Axel Ivers,Dorothea Wieck,Hubert von Meyerinck;Erich Engels;/cHUSfkW6Eme3coazbx3pEa4oBCq.jpg;;européen;85
tt0141793;Ruskan jälkeen;Ruskan jälkeen;1979;Drama;Elsa Turakainen,Jorma Falck,Jyrki Kovaleff;Edvin Laine;/pBi2kUaJt7ugCFbG81DmdAr6yFb.jpg;Il suit une année dans la vie d'une famille du nord-est de la Finlande. Des jours sombres de l'hiver aux festivités de mariage du milieu de l'été.;européen;114
tt0141822;Sick Animals;Printre colinele verzi;1970;Drama;Dinu Gherasim,Emilia Dobrin,Ion Anestin;Nicolae Breban;;Réalisé par Nicolae Breban;européen;121
tt0141999;There's a Bone in the Mill;Y'a un os dans la moulinette;1974;Comedy;Ariane Carletti,Christian Marin,Daniel Prévost;Raoul André;/eKN3JVx9uCbnB3KN0YGfCm9m6ig.jpg;Deux acteurs au chômage acceptent ce qu'ils pensent être un travail d'acteur de la part d'un homme riche sans se rendre compte qu'il a besoin de deux vrais détectives privés.;français;90
tt0142186;Le Coin tranquille;Le coin tranquille;1957;Comedy;Armande Navarre,Christian Lude,Dany Robin;Robert Vernay;/rQ7dfXZYy9tK3quh9XUr7vRGwT1.jpg;;français;84
tt0142678;Dead Souls;Myortvye dushi;1960;Comedy,Drama;Aleksei Zhiltsov,Aleksey Gribov,Boris Livanov;Leonid Trauberg;/ouBQdWe4IOqeLnH4ss6ChiAPTqH.jpg;;européen;104
tt0142887;Gunpoint;Syöksykierre;1981;Drama;Aarno Sulkanen,Albert Liukkonen,Esko Nikkari;Tapio Suominen;/niWngVEglp8iU0PebqpSlJCvSQZ.jpg;Drame se déroulant à Stockholm et Helsinki et dans un village dont l'existence est menacée par une centrale électrique. Un groupe de jeunes retournent à leurs racines et sont déçus par ce qu'ils trouvent.;européen;90
tt0142966;Voi juku – mikä lauantai;Voi juku - mikä lauantai;1979;Comedy;Erkki Liikanen,Markus Peltonen,Matti Niemelä;Visa Mäkinen;/zgXM97utwZEB4zLpONm7EGcYRqo.jpg;Une comédie libre sur deux dames en road trip;européen;81
tt0143100;Aluga-se Moças;Aluga-se Moças;1982;Drama;Gretchen,India Amazonense,Jota Santana;Deni Cavalcanti;/p7Xy6DEtvqih9hloqNlevVZCSNq.jpg;"Paula s'est récemment séparée de son mari et ne trouve pas de travail car elle n'a pas travaillé depuis sept ans. Il passe une annonce dans le journal proposant de partager l'appartement où il vit avec sa fille et sa femme de chambre. 
Beth Lara, strip-teaseuse, veut devenir chanteuse. Elle passe un test photo pour promouvoir la collection du magasin Crazy Shirts. À la discothèque, elle est vue par Odair, propriétaire d'un label, qui souhaite faire sa promotion. Beth cherche Paula et ils commencent à vivre ensemble. 
Magali, étudiante à l'université, est enceinte et son père, après l'avoir découvert, la chasse de la maison. Elle est retrouvée dans la rue par Angela qui, pour soutenir sa mère malade, travaille dans un salon de massage. Là, elle est embauchée par Rafael, propriétaire de Crazy Shirts, pour travailler dans le bordel de luxe qu'il compte ouvrir. 
Cláudia et Marli vivent ensemble et travaillent chez Crazy Shirts. Cláudia sort parfois avec Rafael qui, après avoir appris la virginité de Marli, la propose à Odair, son ami, dans l'espoir d'obtenir une commission pour cette faveur. Il soudoie Claudia pour passer un week-end avec Marli. Odair n'apparaît pas car il est occupé avec Beth, dont il est tombé amoureux. Rafael drogue Marli et la séduit. La jeune fille demande du travail à Cláudia, la gérante du nouveau bordel. 
A l'ouverture du bordel, Beth, après avoir souhaité persévérance aux filles, fait un spectacle ; et tandis que Paula, Ângela, Magali et Cláudia sont présentées aux invités, Marli menace de se suicider.";européen;89
tt0143188;Con los mismos colores;Con los mismos colores;1949;Comedy;Alfredo Di Stéfano,Arsenio Perdiguero,Enrique Colombo;Carlos Torres Ríos;/pMCjEOfSmBUuuWSfKcs0RYSN32j.jpg;;européen;76
tt0143285;Gueule d'ange;Gueule d'ange;1955;Drama;Catherine Michard,Dora Doll,Elisa Lamotte;Marcel Blistène;/xZDBNG0pBV5810CLabY7shMTbXQ.jpg;;français;86
tt0143287;Heimweh nach Dir;Heimweh nach dir;1952;Drama;Bully Buhlan,Josefin Kipper,Käthe Haack;Robert A. Stemmle;/5vAryfOTk9zSS2Nec3L0VmmTQBE.jpg;;européen;93
tt0143530;Lykke paa rejsen;Lykke paa rejsen;1947;Comedy;Asbjørn Andersen,Ellen Margrethe Stein,Else Kourani;Christen Jul;/tM08b1TTDsth4pPXseRF7APAi0C.jpg;Le jeune comte Klaus vit dans un mariage pas très heureux avec sa belle épouse, mais superficielle et plutôt égoïste, Dagny.;européen;71
tt0143658;Meren juhlat;Meren juhlat;1963;Drama;Anitra Invenius,Jaakko Pakkasvirta,Jyrki Pälviö;Maunu Kurkvaara;/dr0ye5eAaETDwfe72pyUVd9Pp9t.jpg;;européen;83
tt0143922;Tante Jutta aus Kalkutta;Tante Jutta aus Kalkutta;1953;Comedy;Bum Krüger,Dorit Kreysler,Fritz Lafontaine;Karl Georg Külb;/12MGZ1mHBWmQxcEtI5ZIqWEQgVH.jpg;L'avocat Dr Hans Hannemann reçoit un chèque mensuel de sa tante Jutta à Calcutta depuis qu'il l'a informée par erreur qu'il avait fondé une famille. Puisque Jutta est venue d'Inde pour vérifier que tout va bien, il faut montrer une femme et son bébé. Pour ce faire, Hans met son ami, l'acteur Emil Brückner, dans des vêtements pour femmes. Ferdinand, le serviteur de Hannemann, est chargé d'organiser un bébé le plus rapidement possible. Les choses se compliquent lorsque Hans et Emil tombent amoureux de Lilo, la fille adoptive de tante Jutta, et qu'ils deviennent concurrents. Tante Jutta voit clair dans la fraude. Tout se résout bien lorsque tante Jutta est heureuse que son neveu et Lilo se retrouvent.;européen;80
tt0143949;Hot Frustrations;La traite des blanches;1965;Drama;Evelyne Boursotti,Françoise Deldick,Giacomo Furia;Georges Combret;/mAB0xyZLh2riBfdRjarlQ56lqHv.jpg;"Gênes : dans un monde de sous-prolétaires qui vivent en marge de la loi Machedi organise des enlèvements de femmes, pour les exploiter ou les expédier on ne sait où. L’une d’entre elles est Alda, qui, avec l’aide de Carlo, tente de lui échapper. Machedi implique donc Carlo dans un vol et le dénonce ensuite. Le jeune homme finit en prison et Alda essaie de trouver de l’argent pour payer l’avocat, en participant à un marathon de danse organisé par Machedi lui-même, car pour attirer les filles il promet des prix et des rendez-vous avec des réalisateurs.
Après plus de vingt-quatre heures de danse, Alda est épuisée et comme de plus elle est enceinte, elle se sent mal et on l’emmène à l’hôpital. Pendant ce temps, Carlo parvient à s’échapper avec quatre amis, dont les femmes ont été également impliquées dans des opérations louches. Il retrouve Alda à l’hôpital et elle meurt entre ses bras. Avec les autres, il va récupérer les femmes, qui sont déjà entassées dans un camion et celui-ci les emmène dans la nuit s’embarquer pour une Amérique fantôme.
Carlo et ses amis capturent Machedi et ses compagnons et - avec les habitants du quartier des baraques d’où proviennent beaucoup de filles – ils les soumettent à une sorte de procès à l’issue duquel est prononcée une peine de pendaison. Avertie par les plus expérimentées et les plus éveillées des filles dont Machedi s’est entiché, la police intervient juste avant l’exécution et fourre tout le monde en prison.";français;89
tt0143984;A Difficult Widow;Una viuda difícil;1957;Comedy;Adolfo Gallo,Alba Arnova,Alfredo Alcón;Fernando Ayala;/fZqcVujtU5BDDmGDy08LeFzAcOD.jpg;Dans le Buenos Aires colonial, une veuve épouse par dépit un condamné.;européen;100
tt0144128;The Policeman on Horseback;Il carabiniere a cavallo;1961;Comedy;Aldo Giuffrè,Annette Stroyberg,Anthea Nocera;Carlo Lizzani;/wInB9gPrbwbMkRinzbExwBJpNoS.jpg;Un soldat se fait voler son cheval le jour de son mariage et passe le premier jour de sa lune de miel à le chercher.;européen;84
tt0144144;Con gusto a rabia;Con gusto a rabia;1963;Drama;Alfredo Alcón,Carlos Daniel Reyes,Horacio Nicolai;Fernando Ayala;/snXJuMVsjfjrFTIVwOfdDFVpFE9.jpg;Une dame bourgeoise a une liaison avec un jeune étudiant en médecine révolutionnaire et idéaliste qui participe à l'assaut d'un hôpital.;européen;93
tt0144210;The Furies;Las furias;1960;Drama;Alba Múgica,Aída Luz,Elsa Daniel;Vlasta Lah;/wEUfhADCTYc3C7GSTJqM9zzfkQb.jpg;Cinq femmes dont la vie tourne autour d'un homme absent s'affrontent constamment dans leur vieux manoir en ruine. Le premier film sonore argentin réalisé par une femme.;européen;98
tt0144278;Liebesschule blutjunger Mädchen;Liebesschule blutjunger Mädchen;1973;Comedy;Alexander Miller,Britt Corvin,Elke Boltenhagen;Gustav Ehmck;/xIsxJOI7A7ppng536pcKZiZdXg0.jpg;Un groupe de jeunes filles partent pour une visite intime de l'humanité pour découvrir ce qu'est réellement l'amour.;européen;82
tt0144556;Prisioneros de una noche;Prisioneros de una noche;1961;Drama;Alfredo Alcón,Aníbal Troilo,Astor Piazzolla;David José Kohon;/ciRXlEJrU5jiAJMOn8ZNGTXgkgv.jpg;Un homme et une femme tombent amoureux dans les rues d'un Buenos Aires nocturne.;européen;85
tt0144670;To Return;Volver;1982;Drama;Aldo Barbero,Aldo Braga,Augusto Kretschmar;David Lipszyc;/hlsWIIJXbFp0Kge6dnxps4yw3WC.jpg;Un cadre argentin d'une multinationale revient au pays pour fermer une usine. Là, il retrouve son ex-petite amie et son meilleur ami avant l'exil. Le film présente une interprétation de la situation politique et sociale en Argentine au cours des dernières années du gouvernement militaire.;européen;90
tt0144757;Sinful Women of the Night;Amartoles tis nyhtas;1966;Drama;Artemis Matsas,Efi Oikonomou,Giannis Argyris;Dimitris Galatis;;Une malheureuse jeune femme est contrainte à se prostituer par un homme à la langue argentée.;européen;85
tt0144785;Les beaux dimanches;Les beaux dimanches;1974;Drama;Andrée Lachapelle,Catherine Bégin,Denise Filiatrault;Richard Martin;/nW5dQ8nhs3BVSqzWpigf6q4F6yg.jpg;Les tensions psychologiques qui séparent quatre couples bourgeois sont allègrement ignorés, alors qu'ils tentent de faire la fête à travers eux, tout en discutant politique, en flirtant et en buvant beaucoup.;français;93
tt0144892;Εμείς οι αμαρτωλοί;Emeis oi amartoloi;1966;Drama;Alekos Oudinotis,Alexandra Ladikou,Fanis Hinas;Dimitris Nollas;;Un important avocat se rend à l'étranger pour des examens médicaux et, en son absence, sa femme le bat avec un jeune homme. Le jardinier profite de la situation et se lance dans l'extorsion. Le couple clandestin, pour en finir avec le chantage...;européen;90
tt0144894;Ένα Καράβι Παπαδόπουλοι;Ena karavi Papadopouloi;1966;Comedy;Giorgos Tsitsopoulos,Giorgos Zahariadis,Hristos Tsaganeas;Frida Giangou;/dMUzPHZfoVXXP86WdwpofikBa4n.jpg;Un couple de riches Grecs-Américains voyage de New York au Pirée avec leurs cinq neveux, qui ignorent que leur oncle a décidé de mettre en œuvre un plan pour découvrir qui est le plus apte à hériter de son immense fortune.;européen;83
tt0144908;Ο Εξυπνάκιας;O exypnakias;1966;Comedy;Alekos Tzanetakos,Despoina Stylianopoulou,Dimitris Papamichael;Kostas Karagiannis;/aU3FuYsQkW2Sxq0tVbVz4E3HQFv.jpg;Un jeune homme se fait passer pour un idiot afin de conquérir le père de la femme qu'il aime.;européen;98
tt0144952;Ο γυρισμός του στρατιώτη;O gyrismos tou stratioti;1966;Drama;Alexandra Ladikou,Giannis Kornaros,Hristos Katzigiannis;Giorgos Lois;/azkJDUW3OQpjcabFxTyRmAeBJLr.jpg;;européen;80
tt0145019;Κάποια μάνα αναστενάζει;Kapoia mana anastenazei;1966;Drama;Antzela Zileia,Dimitris Hoptiris,Giorgos Nezos;Odysseas Kosteletos;/6VZ5j3U7tK9Dq9WKzZNMYRepjEZ.jpg;Après un incident tragique, un jeune musicien se retrouve derrière les barreaux, reconnu coupable d'homicide par négligence. Piégé dans un monde d'apitoiement sur lui-même, il est convaincu que sa fiancée sort avec un autre homme. Est-ce la fin d'un rêve ?;européen;90
tt0145031;Η Κλεοπάτρα ήταν Αντώνης;I Kleopatra itan Antonis;1966;Comedy;Eva Evangelidou,Giorgos Moutsios,Joly Garbi;Kostas Karagiannis;/5HUs856PqSLSvnXWyh9GONh8KrU.jpg;"Un chômeur se fait passer pour une femme de ménage pour rester à flot ; mais sa fiancée commence à se douter de quelque chose, le jardinier veut plus d'elle et les cousins ​​intrigants de son employeur veulent tout pour eux. Peut-il sortir du tig...";européen;84
tt0145034;Κούνια Που Σε Κούναγε;Kounia pou se kounage...;1966;Comedy;Betty Moshona,Giannis Fermis,Giorgos Velentzas;Rena Galani;/Ajbq5hzvxQXGwHhRfJ4WlCSX87I.jpg;Trois sœurs doivent trouver un marié pour leur quatrième sœur sourde.;européen;91
tt0145187;Όλοι οι άνδρες ειναι ίδιοι;Oloi oi andres einai idioi;1966;Comedy;Alekos Kouris,Anna Fonsou,Christos Doxaras;Alekos Sakellarios;/kspp4ihavxl8YNRqbKqb8Emgm7u.jpg;Lorsqu'une femme inconsciente surprend son mari en train de flirter avec la femme de ménage, elle lui montre la porte, pour la retrouver dans la maison de ses parents. Désormais, les hommes de la maison semblent incapables de résister à son charme naturel. En fin de compte, tous les hommes sont-ils...;européen;87
tt0145249;Ότι λάμπει είναι χρυσός;Oti labei einai hrysos;1966;Comedy;Alexis Smonos,Antigoni Koukouli,Dimitris Hoptiris;Dinos Iliopoulos, Pavlos Filippou;/As1nCbVKWOzpIwQ7auDc2w9gR5s.jpg;Par une grave confusion, les employés sans scrupules d'une organisation prennent un joyeux inspecteur qualité pour un auditeur financier incorruptible. Le véritable inspecteur trouvera-t-il un volumineux dossier secret rempli de leurs recherches systématiques...;européen;88
tt0145473;Σκλάβοι της μοίρας;Sklavoi tis moiras;1966;Drama;Antzela Zileia,Athena Michaelidou,Byron Pallis;Apostolos Tegopoulos;/kxNsxH3hEk6K8n91aci7FQ36GGw.jpg;Un étudiant en médecine pauvre abandonne ses études et travaille comme vendeur de dents, suivant les traces de son père et espérant qu'il disparaîtra des douleurs qu'il a endurées en tuant ce dernier. La connaissance d'une fille et du compagnon...;européen;102
tt0145784;Una fredda mattina di maggio;Una fredda mattina di maggio;1990;Drama;Alessandra Acciai,Bruno Armando,Francesco Bonelli;Vittorio Sindoni;;"Milan, dans les années soixante-dix, au cours des années de plomb, en plus des affrontements de rue, le phénomène de la lutte armée a commencé et parmi les groupes nés clandestinement, Prima Linea a commencé à émerger et Ruggero Manni, journaliste d'un journal important, a commencé à s'occuper du phénomène.
Après qu'un collègue ait été renversé, il croit que le dépliant de revendication a été rédigé par quelqu'un qui le connaissait personnellement et commence silencieusement à enquêter, s'attirant l'aversion de ses collègues et étant interpellé lors d'une assemblée par certains étudiants présents, qui, presque tous issus de bonnes familles et enfants d'amis et de connaissances, commencent à suivre son travail et même à le menacer.
Les garçons considèrent son activité comme dangereuse pour eux et, après avoir éliminé Marione, membre de l'organisation de toxicomanes et informateur de la police, qui avait causé la mort de Rosso, un autre jeune affilié, ils décident, pour se mettre en valeur avec les ""cousins"" des Brigades rouges et malgré l'objection de Simone, de tuer le journaliste, qui tombe dans une embuscade le matin du 25 mai 1980.";européen;90
tt0146429;L'amour à la bouche;L'amour à la bouche;1974;Drama;Alain Fleuret,Alain Schwartz,Albane Navizet;Alain Van Damme, Alex Nubbar, Gérard Kikoïne;/wMqjzondnC2IJQHNkRjRGkvl4L0.jpg;Elle est ce que chaque femme veut être. Elle est ce que tout homme veut qu'elle soit.;français;90
tt0146607;Delirio tropical;Delirio tropical;1952;Drama,Romance;Amalia Aguilar,Armando Velasco,Beatriz Ramos;Miguel Morayta;/dGkv5wjWuppy1VpF4J6ZfGze65o.jpg;Une jeune fille riche et vindicative répand des rumeurs selon lesquelles sa rivale serait une sorcière. Les citadins sont tous agités.;européen;80
tt0146796;I giorni cantati;I giorni cantati;1979;Drama;Alberto Ciarchi,Claudio Lizza,Donatella Di Nola;Paolo Pietrangeli;/8h4zhGeU6eTobcydw7EIQJn48HL.jpg;Marco, un auteur-compositeur-interprète très célèbre à l'époque de 68, suite à un quasi-accident sur l'autoroute, monte sur le toit de sa voiture et commence à chanter les trois premiers morceaux. Après avoir tenté de se suicider en vain, il tente de reprendre sa vie en main en restant en contact avec ses autres collègues auteurs-compositeurs et avec le contexte politique de son époque. Déçu par ce qu'il a trouvé, il décide de tout quitter pour rejoindre un groupe de jeunes qui occupent l'appartement à côté de lui : Guglielmo, Luca et Costanza. En leur compagnie, il parvient à trouver sa veine compositionnelle, réalisant que sa vie se situe entre l'abstraction complète des choses et leur nécessité. Angela, la femme, après une longue attente, décide de continuer à vivre en prétendant que Marco est revenu. Isolé par les trois garçons après une nuit de sexe, Marco décide de rentrer, mais son monde et sa femme ont désormais décidé de l'abandonner. Dans la dernière séquence on voit la suite de la première scène, avec Marco qui, toujours s'accompagnant de la guitare sur le toit de la voiture, continue son dénombrement chanté devant une rangée de voitures bloquées. Nous faisant comprendre que ce que nous avons vu était le fruit de l'esprit de Marco.;européen;110
tt0147050;Mis tres viudas alegres;Mis tres viudas alegres;1953;Comedy;Adalberto Martínez,Amalia Aguilar,Fernando Medina;Fernando Cortés;/iQoswVV3MyzCzHxbNMY8Q1RLkXu.jpg;Le testament du mort révèle qu'il avait trois femmes.;européen;100
tt0147066;Musica per vecchi animali;Musica per vecchi animali;1989;Comedy;Dario Fo,David Brandon,Eros Pagni;Stefano Benni, Umberto Angelucci;/lepaIPOxpAoY4QiHaNsPPY7Kcoh.jpg;"Un homme âgé passionné de pêche a la persévérance de réveiller chaque matin le vieux professeur à la retraite Lucio Lucertola, avec beaucoup de bruit sous la copropriété, pour l'inviter à pêcher, provoquant ainsi du dérangement chez tous les colocataires. Parmi ceux-ci, les plus bizarres et les plus intolérants à la routine habituelle de la copropriété et à leurs engagements scolaires et professionnels sont le jeune mécanicien ""Lee le tigre"" et Lupetta, une petite fille pestiférée à la langue grossière, qui, un jour de début septembre, rejoignent le vieux professeur pour traverser la ville, en direction de l'hôpital où Lee doit remettre un mystérieux cadeau à sa petite amie.
Lupetta sert de guide pendant la première partie de la traversée, et les trois se heurtent à des barrages routiers constants en raison d'une urgence inconnue. Au crépuscule, le jeune Lee lui succède au volant pour toute la nuit. Enfin, le vieux professeur lui servira de guide, à travers un quartier désormais en décrépitude, où il est né, et où il risque de se perdre, luttant pour retrouver son lieu de naissance, l'école, les lieux familiers de son enfance. Arrivant enfin à l'hôpital, Lee remet le mystérieux cadeau à sa petite amie ; le professeur âgé meurt en rêvant des lieux et des choses de son passé, et la terrible petite fille verra sa petite aventure rebelle réduite à néant.";européen;109
tt0147667;Vidas Nuas;Vidas Nuas;1967;Drama;Alfredo Scarlat,Cícero Liendo,Francisco Negrão;Ody Fraga;/m7qxQYaliqdQx97cAyl1mFXnvfr.jpg;L'intellectuel Antônio est marié à la millionnaire Sônia et vit avec elle et sa fille Mônica. Sônia le trompe ouvertement avec son amant Mário, dans sa propre maison. Antônio ne fait rien et laisse sa femme avec son amant pendant qu'il sort et passe ses nuits dans les clubs et regarde des spectacles de strip-tease. Mônica n'accepte pas l'attitude de sa mère et finit par tomber amoureuse de son beau-père, tout en étant harcelée par Mário et un professeur de l'université où elle étudie.;européen;85
tt0147815;Абитуриентка;Abiturientka;1974;Drama;Boris Andreyev,Irina Bunina,Irina Shevchuk;Aleksei Mishurin;/dy4T0srYGkocTbG8zEvKjdDRtmm.jpg;;européen;78
tt0147816;Aborigine;Aborigen;1987;Drama;Aleksandr Mironov,Aleksandr Negreba,Aleksandr Yakovlev;Elena Nikolaeva;/k9ik4HyxvnEPXkHZq58ONzpzNN1.jpg;Boris, 15 ans, déteste sa vie et est prêt à tout pour quitter sa petite ville sibérienne.;européen;132
tt0148476;Il mio amico Benito;Il mio amico Benito;1962;Comedy;Carlo Pisacane,Didi Perego,Franco Giacobini;Giorgio Bianchi;/zI3Pow41IaIPiSz05HCkDV5j96s.jpg;Un employé s'est fait prendre en photo pendant la Première Guerre mondiale avec le futur dictateur italien Mussolini et tente d'exploiter la situation en prétendant qu'il est un de ses chers amis. Lorsqu’il découvre qui est réellement Mussolini, il change d’avis et retourne à sa sombre vie.;européen;100
tt0148650;Qualtingers Wien;Qualtingers Wien;1997;Comedy;Alfred Dorfer,Fritz Karl,Louise Martini;Harald Sicheritz;/oxJHou9WLAsWboq2eDUnJDPhAnu.jpg;"Un scénario continu constitue la base du film. Hansi (Alfred Dorfer), cynique et grincheux, pousse sa mère Gucki (Vera Borek), qui a des difficultés à marcher et à parler, à travers la ville dans son fauteuil roulant. Dans ses monologues, il souhaite sa mort à plusieurs reprises - une fois, il la laisse brièvement debout sur un passage à niveau et lui annonce qu'il la laissera là jusqu'à l'arrivée d'un train.
Dans le film, cette promenade dure au total 24 heures. Au cours de leur voyage, les deux rencontrent différents personnages imaginés par Qualtinger : un facteur ivre (Lukas Resetarits), deux policiers trop corrects (Hanno Pöschl et Wolf Bachofner), des artistes, des ravisseurs, des entrepreneurs du Prater, des clients et des prostituées, des chanteurs pop, des propriétaires de stand de saucisses, des politiciens corrompus (Fritz Muliar), un avocat et un médecin (Roland Düringer et Karl Markovics).";européen;90
tt0149245;Are You Still Alive?;Te még élsz?;1990;Documentary;Béla Keményfi;Sándor Sára;/dXTA0pNMHwAXn2gq560KJxugyrg.jpg;Un documentaire sur le Goulag;européen;97
tt0149402;Zwickel auf Bizyckel;Zwickel auf Bizyckel;1997;Comedy;Gabi Weber,Roswitha Gasler,Ruth Goldstein;Ingeborg Nödinger, Jeanine Meerapfel, Michael Leiner, Reinhard Kahn;;Drame sur la vie de quelques ouvriers allemands.;européen;86
